date,index.svix2,box_12m,stockexpret_NX,dt,SimpleReturn,ExcessReturns,LowerBound,ExcessReturns_LowerBound
2004-01-02,0.020025788,1.014808066444181,0.09524150460385306,2004-01-02,1.095241504603853,0.08043343815967208,0.02032233119930108,0.060111106960370995
2004-04-01,0.022993881,1.014324956350065,0.09228780408887194,2004-04-01,1.092287804088872,0.07796284773880702,0.023323267341643587,0.054639580397163434
2004-07-01,0.02009008,1.0242353066811956,0.08452590783021423,2004-07-01,1.0845259078302143,0.06029060114901874,0.020576969250049752,0.03971363189896899
2004-10-01,0.017122279,1.0244147486683186,0.08909687354474598,2004-10-01,1.089096873544746,0.06468212487642733,0.01754031513841383,0.0471418097380135
2005-01-03,0.016185698,1.0318711178918698,0.09226795733862696,2005-01-03,1.092267957338627,0.06039683944675711,0.0167015542891202,0.04369528515763691
2005-04-01,0.01562156,1.0385997984864084,0.07634678449174516,2005-04-01,1.0763467844917451,0.03774698600533677,0.016224549068043336,0.021522436937293433
2005-07-01,0.014462911,1.0408128875976412,0.08051088780577349,2005-07-01,1.0805108878057734,0.03969800020813219,0.015053184160977688,0.024644816047154502
2005-10-03,0.014697824,1.046704533751369,0.08023421764166545,2005-10-03,1.0802342176416655,0.033529683890296536,0.01538427901707968,0.018145404873216857
2006-01-03,0.013709117,1.0498812443894112,0.09052589190510378,2006-01-03,1.0905258919051037,0.04064464751569252,0.014392944815440031,0.02625170270025249
2006-04-03,0.012279225,1.0544207696789716,0.083546924242046,2006-04-03,1.083546924242046,0.029126154563074325,0.012947469875561269,0.016178684687513056
2006-07-03,0.014215643,1.0582185209472226,0.08429907580552043,2006-07-03,1.0842990758055204,0.026080554858297855,0.015043256709773738,0.011037298148524118
2006-10-02,0.013863135,1.0541122771624694,0.0942527760179745,2006-10-02,1.0942527760179745,0.04014049885550519,0.01461330080346073,0.02552719805204446
2007-01-03,0.013705344,1.0544022240893516,0.09497171471773604,2007-01-03,1.094971714717736,0.04056949062838444,0.01445094519550965,0.02611854543287479
2007-04-02,0.013629943,1.0535673898116293,0.09849544610653128,2007-04-02,1.0984954461065313,0.04492805629490193,0.014360063469791289,0.03056799282511064
2007-07-02,0.016915309,1.055283986746534,0.09223729372752093,2007-07-02,1.0922372937275209,0.036953306980986866,0.01785045471856953,0.019102852262417338
2007-10-01,0.022378207,1.0482180287951295,0.09265655681602991,2007-10-01,1.09265655681603,0.044438528020900536,0.023457240029509368,0.02098128799139117
2008-01-02,0.037002949,1.0393073838407836,0.07511418637570187,2008-01-02,1.0751141863757019,0.0358068025349183,0.03845743811958394,-0.0026506355846656338
2008-04-01,0.036558379,1.0238608757054195,0.06781495425444818,2008-04-01,1.0678149542544482,0.04395407854902866,0.03743069393731062,0.006523384611718044
2008-07-01,0.03544683,1.0310235423535146,0.06312316386756477,2008-07-01,1.0631231638675647,0.0320996215140501,0.03654651623180283,-0.004446894717752725
2008-10-01,0.052578138,1.028899472054087,0.05549129796724084,2008-10-01,1.0554912979672408,0.0265918259131539,0.05409761842978693,-0.02750579251663303
2009-01-02,0.084084489,1.0115115646989905,0.04726665859108831,2009-01-02,1.0472666585910884,0.035755093892097856,0.08505243303530505,-0.04929733914320719
2009-04-01,0.093983668,1.0106995463770876,0.06540723918439535,2009-04-01,1.0654072391843954,0.054707692807307806,0.0949892506144548,-0.040281557807147
2009-07-01,0.051910923,1.0084227385908038,0.06761696249015235,2009-07-01,1.0676169624901524,0.059194223899348586,0.052348155134436344,0.0068460687649122415
2009-10-01,0.050569765,1.0062415812111771,0.07100029858924768,2009-10-01,1.0710002985892477,0.0647587173780706,0.05088540029507765,0.013873317082992949
2010-01-04,0.038000606,1.0060422383277043,0.07507281275082793,2010-01-04,1.075072812750828,0.06903057442312366,0.03823021471804919,0.03080035970507447
2010-04-01,0.029829813,1.0051186699183394,0.07374658274326852,2010-04-01,1.0737465827432686,0.0686279128249292,0.02998250196647279,0.03864541085845641
2010-07-01,0.06418239,1.0069615690929163,0.06509065531239465,2010-07-01,1.0650906553123947,0.05812908621947832,0.06462920014253351,-0.00650011392305519
2010-10-01,0.047583715,1.0045278528783343,0.07341224079842458,2010-10-01,1.0734122407984246,0.06888438792009022,0.04779916706092459,0.02108522085916563
2011-01-03,0.034021264,1.0040902216723104,0.07502035867715301,2011-01-03,1.075020358677153,0.07093013700484252,0.0341604185113322,0.03676971849351032
2011-04-01,0.029187233,1.0046848324461302,0.07737704416104989,2011-04-01,1.07737704416105,0.0726922117149198,0.029323970296171162,0.043368241418748635
2011-07-01,0.026898686,1.0040342264460373,0.06349114160970039,2011-07-01,1.0634911416097004,0.05945691516366303,0.027007201390424857,0.03244971377323817
2011-10-03,0.077002334,1.005874715260666,0.058588305951128926,2011-10-03,1.058588305951129,0.052713590690463,0.0774547007866567,-0.024741110096193702
2012-01-03,0.042670961,1.0067065102915251,0.07010254358389024,2012-01-03,1.0701025435838902,0.0633960332923651,0.042957134239095765,0.02043889905326933
2012-04-02,0.027261637,1.0050136523945106,0.07074918119714706,2012-04-02,1.070749181197147,0.06573552880263644,0.027398317371623328,0.03833721143101312
2012-07-02,0.033055051,1.004326904589108,0.06930750026417289,2012-07-02,1.069307500264173,0.06498059567506509,0.033198077051865095,0.031782518623199994
2012-10-01,0.029750339,1.0036938249637268,0.07151111691142968,2012-10-01,1.0715111169114298,0.06781729194770292,0.029860231544877536,0.037957060402825385
2013-01-02,0.024340698,1.0042298049592202,0.07602349842665668,2013-01-02,1.0760234984266566,0.07179369346743636,0.024443654405111283,0.04735003906232507
2013-04-01,0.020396595,1.0050371565623086,0.08649431160585659,2013-04-01,1.0864943116058565,0.08145715504354789,0.020499335842353,0.06095781920119489
2013-07-01,0.025247909,1.005547232783634,0.08501879631660993,2013-07-01,1.08501879631661,0.07947156353297613,0.025387965028523005,0.05408359850445313
